"","abundance_assay1","abundance_assay2","abundance_assay3","abundance_assay4","abundance_assay5","abundance_assay6","abundance_assay7","abundance_assay8","abundance_assay9","abundance_assay10","abundance_assay11","abundance_assay12","abundance_assay13","abundance_assay14","abundance_assay15"
"Label","mouse liver 1","mouse liver 1","mouse liver 1","mouse liver 1","mouse liver 1","mouse liver 2","mouse liver 2","mouse liver 2","mouse liver 2","mouse liver 2","mouse liver 3","mouse liver 3","mouse liver 3","mouse liver 3","mouse liver 3"
"PC 18:1_20:0_354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203048.52089472325",NA,NA,NA
"PC 18:0/20:2_355","1721340.294866862","1563337.9877776084","1008661.692178689","1212113.2039040597","795959.5881074944","4090424.9125748374","3822236.5593227837","3075386.736316499","3585700.815279059","3089257.280588053","3724983.624718438","3727557.57235382","3762207.0846145703","3456451.299661601","2866730.6500506965"
"PC 18:1_20:1_356","860731.0233576888","988955.7075348916","936378.734520121","679630.745224326","810111.5735714437","2617669.796961348","1678343.5043475053","1605352.9931542939","2280743.26284594","1769825.7975369466","3123898.078569386","2785247.3092858694","2306206.9454600024","2347725.938350331","2204842.6170098414"
"PC 18:2_20:0_357","517677.791150449",NA,"490740.8154886901","376890.62899661425","587698.7445710619","1241715.790463815","1613613.123829711","1290862.426779207",NA,NA,"2013303.327962176","1534184.3371103106","1775693.4074254273","1333107.9182380675","1486007.8266894624"
"PC 38:2_358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56260.23828125",NA,NA,NA,NA
"PC 18:0/20:3_359","4.551709425091553E7","3.5829863491546474E7","3.652018485986328E7","3.4802320125E7","3.20606066328125E7","9.212705328613281E7","6.459207346356247E7","7.314731429296875E7","5.3362173981653005E7","5.843761875E7","6.788649922879662E7","7.541291386035156E7","6.013694510809375E7","5.556369782193344E7","6.31947605E7"
"PC 20:1/18:2_360",NA,"5513863.1315004",NA,NA,NA,NA,"1.5467253294250023E7",NA,"1.0708042963659491E7",NA,"1.2539105142297128E7",NA,NA,NA,NA
"PC 18:1_20:2_361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3900620891906245E7","1.4331642766933748E7",NA
"PC 38:3_362","53861.5302734375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 18:0_20:3_363",NA,NA,"297419.015625",NA,NA,NA,NA,NA,NA,NA,"97447.140625",NA,NA,NA,NA
"PC 18:1/20:3_364","4484165.524272003","2077208.2973174525","2266497.8312536227",NA,"1759115.6482209952","5704614.6142688915","7338662.587621491","1.0073285081183173E7","3782337.270149637","5046777.460405499","1.2074510303153314E7","1.38628344199689E7","1.895909942328072E7","1.4000116172332067E7","1.164671475165318E7"
"PC 20:2/18:2_365","4751474.3445509225","1912240.9478621602","2563537.5490173395",NA,"2064936.1669798451","7968615.293656922","6700053.116459776",NA,"4796628.921800842","4476100.625191492","1.2858307040369473E7","9756654.0251904",NA,"9447903.15130174","8882396.251419457"
"PC 16:0/22:4_366","1442527.3811770754","766729.1309700627","678143.8072290377",NA,"635689.6847991596","2748263.1084642345","2148425.4209187315","2417353.8109559477","2077998.3462405077","1004347.4769030076","3865087.156477211","4432440.429840703","5008131.6686449","2328476.551366192","2593109.1219273633"
"PC 18:0/20:4_367",NA,"474138.0617722646",NA,NA,NA,"1599514.9836099525",NA,"1313833.2328608774","947279.3993090133",NA,NA,NA,"2715540.5330743804",NA,NA
"PC 15:1_23:3_368",NA,"584216.93707806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 18:0/20:4_369","4.0106375169140625E8","3.6470288820703125E8","3.47182015734375E8","3.3330805899121094E8","3.1958507828125E8","5.645044718203125E8","5.30306599984375E8","4.893083816484375E8","4.597058887109375E8","4.33389363203125E8","4.6595909869140625E8","4.3704426E8","4.2975197753125E8","4.04905916E8","3.8812585771875E8"
"PC 18:0_20:4_370",NA,NA,NA,"742573.8125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 18:1/20:4_371","7.95894937471115E7","5.641385340400604E7","5.9645161999182224E7","5.370280766664934E7","4.8919061265416406E7","1.404680281800541E8","1.2303956407905409E8","1.1466659426909018E8","9.340633714714678E7","8.6995922297793E7","2.166250452114727E8","1.766651150184597E8","1.9276916948426425E8","1.4999526174445885E8","1.3397716958661066E8"
"PC 18:0/20:5_372","2.2355155996430054E7","3.2142619765427735E7","2.4951777840002287E7","2.5829880058381323E7","2.5067534204232194E7","4.975085394864094E7","4.727212138403392E7","3.8651406128418535E7","4.675918579023843E7","4.398933994245833E7",NA,"3.733940747156158E7",NA,"4.816644719611957E7","4.962918189829096E7"
"PC 16:0/22:5_373","1.2322199756458439E7","9683214.830566224","1.0667508641284239E7","1.063442626520371E7","1.1617833030351408E7","2.0178090886929978E7","2.2659151536911983E7","2.3257618309522558E7","2.169666185558355E7","1.860125175974866E7","4.2313535427199185E7","3.2585379316619344E7","4.5177860718860745E7","2.425166005942158E7","3.1123146515098367E7"
"PC 18:2_20:4_374","339165.30078125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 16:0/22:6_375","2.9113516410224324E8","2.519898072054515E8","2.386935910720724E8","2.2663015560841167E8","2.1662796568816844E8","4.327843681956861E8","2.6475309265335768E8","3.6605509190365905E8","3.4391287396390074E8","3.097228474290551E8","3.893194362674348E8","3.746700962315347E8","3.531446698104399E8","3.4278937952660835E8","3.1601028859710836E8"
"PC 18:2/20:4_376","3.47490957063505E7","2.9888603722282894E7","2.7409333091990095E7","2.6084493329088334E7","2.461155574444874E7","4.013053670760636E7","3.639061565320478E7","3.601848478384097E7","2.7744594018900797E7","2.932350594594488E7","6.092487959194024E7","5.770927776846532E7","4.93230979090173E7","5.0631813190188505E7","4.787724956695411E7"
"PC 12:4_26:2_377",NA,NA,NA,NA,NA,NA,"1.5204451294338486E8",NA,NA,NA,NA,NA,NA,NA,NA
"PC 18:1/20:5_378",NA,NA,NA,NA,NA,"5641447.815457519","3750736.9219276607",NA,"3702804.89219845",NA,NA,NA,"5250834.757105322",NA,NA
"PC 38:6_379",NA,"469008.015625",NA,"458104.65625",NA,NA,NA,NA,NA,"533735.0",NA,NA,"587677.296875",NA,"540787.25"
"PC 16:1/22:6_380","1773205.0123342841","2238650.6772638503","2625001.1357421875","1535582.1642603155","1414665.6829470235","6029437.551193707","4717320.2982235085","5083826.625314435","3151088.1385880304","3172193.921115355","6353696.01138409","6159380.305035383","5241697.429917007","4648971.764849771","4447580.4504190525"
"PC 18:3/20:4_381","1025041.3755090999","252524.1764850677",NA,NA,"623415.9809263023",NA,"922932.7203233091",NA,"1102110.1665874186","1028396.5788846452","1426184.0795876626","895012.4150472684","954661.4900452703","832996.7532727673","1576489.9830152714"
"PC 18:2_20:5_382","436254.58871911565","274008.243907332",NA,"450616.3865209345","159010.0070251116","1066801.1050562933","1008781.7002031826","779598.5817168151","1025965.8666995509",NA,"856682.3152782465","760576.9049173492","972984.5800377218","835596.294377461","495133.69156567636"
"PC 38:9_383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59247.5458984375",NA,NA,NA
"PC 39:3_384","122157.98046875","40194.38330078125","43393.9306640625","72688.525390625","43700.001953125",NA,"160213.75390625","127758.548828125",NA,"106486.9541015625","265977.4609375","153031.5859375","183961.8671875","166781.119140625","119891.646484375"
"PC 19:0/20:4_385","2061793.558615216","1993252.9375","1783380.19921875","1629721.1875","1594338.234375","3420195.671875","2982170.84375","2654701.359375","2313803.5859375","2071063.5390625","4325076.0625","4000800.96875","3888797.78125","3422123.640625","3272543.359375"
"PC 18:0_21:4_386","245674.7304472841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 39:5_387","339674.2109375","197006.1015625","217017.3515625","200558.578125","213447.8125","590565.6875","686245.25","547491.828125","472334.1875","438146.90625",NA,NA,"1023539.03125",NA,NA
"PC 19:1_20:4_388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1075076.15625","1006582.40625",NA,"968896.40625","1001351.71875"
"PC 17:0/22:6_389","4381004.59375","3910999.78125","3601345.765625","3220924.8125","3045022.7109375","3863752.71875","3615614.234375","3426710.875","3066357.921875","2672020.765625","3749456.875","3290875.3984375","3543963.421875","3019863.796875","2973648.515625"
"PC 39:6_390",NA,NA,"297369.79296875","1957461.9375",NA,NA,"2074871.515625",NA,NA,"1692028.59375","811070.79296875",NA,NA,"2881843.212890625","3705853.859375"
"PC 39:7_391","294188.703125","215487.4609375","186157.79296875","171570.45703125","146744.38671875",NA,"318111.0234375",NA,"249104.8828125","217804.828125",NA,NA,NA,"394161.484375","348631.8671875"
"PC 17:1_22:6_392",NA,NA,NA,NA,NA,"337104.703125",NA,"242670.3515625",NA,NA,"417280.203125","415366.265625","379889.96875",NA,NA
"PC 39:7_393","824706.75",NA,"694224.703125","784840.65625","532755.359375",NA,"1480776.90625",NA,NA,"1235508.34375","1685471.625",NA,NA,"1310384.0","1475954.125"
"PC 39:8_394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61205.35546875","185759.21875",NA
"PC 40:2_395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"106754.37890625",NA,NA,NA
"PC 40:3_396","97438.8125","65950.5859375",NA,"51150.150390625",NA,"136277.2890625","165349.38671875",NA,"115555.79296875","180947.009765625",NA,"328510.7265625","259406.36328125","144605.33984375","42032.67578125"
"PC 18:0/22:4_397","1226287.256212224","996826.6264492851","1271988.333984375","1165352.146484375","915941.8876953125","2903986.765389104","1591775.2231511013","2386338.0234375","1417528.4625425753","1555491.6062291893","1038378.3750605261","1891973.9538610722","1894595.9247814505","1712012.6055851176","1676046.5623337075"
"PC 20:0/20:4_398","315893.03285027615","346544.09425384004",NA,NA,NA,NA,"452667.4729183316",NA,"402398.76823957555","386717.2453333106","1406304.8073319779","594110.3928923365","761938.4697497995",NA,"424600.7970412927"
"PC 20:1_20:3_399",NA,NA,NA,NA,NA,"447521.8596108963","751313.2101805671",NA,"233948.35906159892",NA,NA,"137956.20012159125",NA,"699170.9295711324",NA
"PC 18:1_22:3_400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725025.3488574959",NA,NA,NA,NA
"PC 40:4_401","66801.662109375",NA,"38264.796875",NA,NA,"108377.84375","121481.69921875","86973.9677734375","61801.111328125","66297.9052734375",NA,"83790.40625","67552.462890625","53323.7958984375","46334.69140625"
"PC 18:0_22:5_402","6798738.640625","5846763.609375","3770429.9468711","3706483.599843594","4385270.265625","1.4103645386308037E7","1.6398978859375E7","1.1447982105866445E7","1.2689771109375E7","1.0647414380772775E7","1.7657909210191622E7","1.7095303395160742E7","1.5982054510712078E7","1.4402498372039469E7","1.60356639453125E7"
"PC 18:1/22:4_403",NA,NA,"1287301.4125038998","616721.1673549877",NA,"3156613.396092379",NA,"3288980.878508555",NA,NA,NA,NA,NA,NA,NA
"PC 20:1/20:4_404",NA,NA,NA,"203651.08842003677",NA,"957348.1707245853",NA,NA,NA,NA,"1529351.3523083762","1380745.761089256","1573680.5830379217","1179786.0342105313",NA
"PC 15:0_25:5_405",NA,NA,NA,"283492.081881382",NA,NA,NA,NA,NA,"1414018.5879772243",NA,NA,NA,NA,NA
"PC 40:5_406","64803.0693359375","55530.111328125","37073.22509765625","63182.2080078125","30124.78369140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 18:0/22:6_407","1.4230417491538453E8","1.2656640297611944E8","1.1753064532847802E8","1.1257082043295245E8","1.0544186299943444E8","2.1784026378518802E8","2.0150944157214823E8","1.8173012377343914E8","1.677492749575669E8","1.5913808376757812E8","1.3064402902435197E8","1.2768118887167278E8","1.3353958407553768E8","1.3055870050830078E8","1.098447919424811E8"
"PC 18:1_22:5_408",NA,NA,NA,"250139.96584133606","276069.81217077514","1906071.9450146025","2969474.209101754","2464417.929685852",NA,NA,"1.5182878484838445E7","1.4539917389557678E7",NA,NA,"1.2921949847557956E7"
"PC 20:2/20:4_409",NA,"376005.23872431903",NA,"253374.33558770735","242760.95464677678","1481408.6760473773",NA,NA,"1919907.0580581129",NA,"3496986.7876845924",NA,"3205616.5201654425",NA,NA
"PC 16:0_24:6_410","1693597.342427962",NA,NA,"92774.8921774457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 17:5_23:1_411",NA,NA,"1228927.5387094794","95978.17564840542","61258.64292769449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 19:6_21:0_412",NA,NA,NA,"49425.1860738909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 40:6_413","206348.375",NA,"167722.46875","126826.0625","121452.52734375",NA,NA,NA,NA,NA,"142680.048828125","165377.41015625","139948.302734375",NA,NA
"PC 18:1/22:6_414","2.7429658101599317E7","1.7920364973578267E7","2.7393170375E7","1.4554293112039147E7","1.7511721823579904E7","3.1564394508729953E7","3.4773833446053244E7","2.886074244577103E7","3.44456915E7","2.733522668245894E7","3.127605738007671E7","3.378515061863509E7","4.0845135549655266E7","3.9205718104455836E7","3.2194065513540156E7"
"PC 18:2_22:5_415","6253669.273400682","3546245.5452443864",NA,"3466992.1841845238",NA,"4627759.104695019","6377995.178946753",NA,NA,"4961092.317541061","5366104.355400193","6617877.233269371","7609357.200344734","6302557.895544166","4662740.808919372"
"PC 20:3_20:4_416",NA,"8928190.731177345",NA,"5685792.3272870295","8122834.301420099","9154263.886575025",NA,"9536706.804228967",NA,NA,"8948089.676324911",NA,NA,NA,"7780955.859181095"
"PC 16:3_24:4_417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7591875.32159663","9359725.398095544",NA,NA,NA
"PC 15:1_25:6_418",NA,NA,NA,"3547825.212915079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 18:2/22:6_419","6940302.87240975","5193082.503575957","4916382.203724725","5733539.740759379","5116435.582277066","9018546.697032064","8119855.421721311","8604605.787978357","5966382.809445223","5667068.899073413","1.0398464812854001E7","9183477.94783206","9260325.804417692","8807417.729344254","8143397.137095434"
"PC 20:4/20:4_420","5148846.69009025","5396557.808924043","4338195.421275275","2988651.696740621","2983546.667722934","4742940.177967936","3948797.703278689","2307469.5245216424","3222332.628054777","2448943.6321765874","7009693.562145998","5628611.602214857","6286463.195582307","5183031.395655744","4738343.737904566"
"PC 20:3_20:5_421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1125455.262453085",NA,NA,NA
"PC 40:9_422",NA,"100921.83984375","69304.1484375","114786.42578125","64523.7275390625","206548.2109375","137082.94140625","101596.1015625","103680.28515625",NA,"168804.701171875","145753.3046875","130961.5283203125","152809.7890625",NA
"PC 41:4_423","107431.681640625",NA,"73812.3232421875","67207.021484375","52621.94140625",NA,NA,NA,"144417.0390625","138875.6640625","214589.8671875","198337.328125","166330.6484375","173439.5078125","125879.421875"
"PC 41:6_424","427176.328125","370277.5859375","346574.96875","308404.984375","251341.9609375","535236.328125","458537.84375","426423.59375","341705.859375","348438.828125","574066.453125","565078.78125","518362.265625","576314.21875","430242.484375"
"PC 41:6_425","46800.74072265625",NA,NA,NA,NA,"99255.6552734375","128782.552734375","127487.74609375",NA,"88357.693359375",NA,NA,NA,NA,NA
"PC 41:7_426",NA,NA,NA,NA,NA,"204787.517578125",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 41:7_427","63817.166015625","57065.3984375",NA,NA,NA,"166931.921875","109116.49609375","100654.109375","69332.390625",NA,"190652.09765625","152935.22265625","146145.203125","115197.537109375","148084.9296875"
"PC 41:7_428",NA,"693517.640625",NA,"334925.7109375",NA,NA,NA,"919047.78125","648995.671875","1017043.3125","578917.734375",NA,"829876.59375","601419.3125","455333.453125"
"PC 41:8_429",NA,NA,NA,NA,"104206.6171875",NA,"475994.90625",NA,"274217.0390625",NA,NA,"526055.078125",NA,"364500.96875","4433253.5"
"PC 41:9_430",NA,NA,NA,"71091.7578125",NA,"133770.8125",NA,NA,NA,NA,"106367.94140625",NA,NA,NA,NA
"PC 41:9_431",NA,NA,"443391.953125",NA,NA,NA,"5755602.25",NA,NA,NA,NA,NA,NA,NA,NA
"PC 41:10_432",NA,NA,NA,NA,NA,NA,"104490.0546875",NA,NA,NA,NA,NA,NA,NA,NA
"PC 42:4_433",NA,"60644.765625",NA,NA,NA,NA,NA,"78418.7607421875",NA,NA,NA,NA,"72668.0263671875",NA,NA
"PC 42:4_434",NA,NA,NA,NA,NA,"116896.546875","70420.017578125","60680.470703125","86053.203125","47037.7919921875","67319.61328125","95338.09375","70665.28515625",NA,NA
"PC 42:5_435","103211.46484375",NA,NA,NA,NA,"133647.62060546875","75533.896484375","72861.119140625",NA,NA,NA,NA,NA,"74400.8955078125","77220.9921875"
"PC 42:6_436","85311.2216796875","66699.267578125","117546.3115234375","39415.60546875","53237.318359375","167528.85546875","161216.478515625","122432.57421875","95641.849609375","163976.70263671875","319512.90625","208255.90283203125","152562.546875","122111.69921875","214287.0"
"PC 42:7_437","280881.859375",NA,"255005.859375","214243.64453125","159016.033203125","646312.421875","563842.71875","537643.71875","472580.109375","426657.546875","831623.625","790558.046875","646040.03125","641701.375","647344.515625"
"PC 42:8_438","382522.375","384188.9453125","298333.2421875","303388.6875","287961.859375","618446.984375","525338.59375","490224.984375","437211.0078125","366060.59375","586644.234375","531432.046875","541548.671875","522450.671875","476575.015625"
"PC 42:9_439","148548.91015625","93353.98046875","107383.03125","88499.748046875","71990.65234375","191923.52734375","125672.578125","124696.806640625","122315.8671875","91075.9453125","268656.0078125","294454.046875","257645.16015625","252450.63671875","221437.41015625"
"PC 20:4_22:6_440","1945092.234375","1570840.4609375","1399307.9140625","1416653.078125","1240116.6953125","1382836.38671875","1309947.390625","1109708.5234375","924343.171875","840825.31640625","1947812.5","1904205.9765625","1886300.65625","1571318.734375","1609964.84375"
"PC 43:4_441",NA,"75923.50390625",NA,NA,NA,NA,NA,NA,"121605.6015625","108943.98046875",NA,NA,NA,NA,"91674.79296875"
"PC 43:5_442","68427.6796875","63813.9140625","66909.962890625","35930.5419921875",NA,NA,NA,NA,"157531.43359375","132579.255859375",NA,NA,NA,NA,"160326.109375"
"PC 43:8_443",NA,"189700.37109375",NA,NA,"187857.37890625",NA,NA,NA,"233088.203125","59138.359375",NA,NA,NA,NA,NA
"PC 43:9_444","2566467.5625",NA,"586390.40625","488697.515625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 43:10_445",NA,"117892.396484375",NA,NA,NA,NA,"312414.908203125",NA,NA,NA,"1903909.515625","353808.0703125","2464768.015625",NA,NA
"PC 43:11_446",NA,NA,"560213.0","413589.40625","482230.25","2396553.96875","923266.5",NA,NA,NA,NA,"762382.96875",NA,NA,NA
"PC 44:12_447","75515.857421875","71821.80859375","63356.94921875",NA,"36646.490234375","60138.7197265625",NA,NA,NA,NA,"51677.259765625",NA,"62437.275390625",NA,NA
"PC 45:9_448",NA,NA,NA,NA,NA,"128912.00390625",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PC 45:11_449","199995.28369140625",NA,"868331.71875","967106.3203125",NA,NA,NA,NA,NA,NA,"1179899.625",NA,NA,"902525.24609375",NA
"PC 45:12_450","131419.623046875",NA,NA,NA,NA,"81482.705078125",NA,"947571.3125","160301.23828125",NA,NA,NA,"150048.322265625","173804.0625","191680.125"
"Cer 15:0_451",NA,"56066.208984375","68700.259765625","34968.11083984375","61982.69921875","174612.630859375","194120.75390625","161017.9677734375","149574.83984375","148267.17578125","235819.5234375","257659.2109375","258482.015625","219278.4921875","170924.22265625"
"Cer 16:0_452","2367385.1015625","1851587.06640625","2293293.74609375","2267769.271484375","1632850.017578125","1.211680251171875E7","1.0433967336914062E7","8984065.8828125","7205195.296875","6442008.28125","1.30575666171875E7","1.159876828125E7","1.1322111368652344E7","7761699.224609375","9201095.392578125"
"Cer 16:1_453",NA,NA,NA,NA,NA,"140520.75","107821.515625","74346.3369140625","72523.4453125","77623.8486328125","134048.3828125","134077.888671875","111929.1875","93719.453125","74990.25"
"Cer 16:4_454","118976.4697265625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cer 17:0_455",NA,NA,NA,NA,"29499.830078125","125167.849609375","99642.5126953125",NA,"61338.6591796875",NA,"102128.142578125","66493.109375",NA,"56641.7822265625",NA
"Cer 17:4_456","71427.40185546875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208060.78515625"
"Cer 18:0_457","671196.828125","651694.244140625","598239.060546875","531885.4375","595924.6103515625","3045891.15625","2423393.82421875","1523576.982421875","1188520.26953125","1455592.21484375","1102768.625","1271232.115234375","1195115.92578125","933932.396484375","978290.56640625"
"Cer 18:1_458",NA,"36111.40234375",NA,NA,NA,"144797.41015625","57517.1728515625","81961.58203125","69737.9453125","69883.36328125",NA,"64097.63232421875","70790.4921875",NA,NA
"Cer 20:0_459","301014.251953125","224836.13671875","233636.55859375","199338.98046875","168046.2265625","663337.03125","565119.859375","632276.43359375","354274.203125","441471.3125","761911.509765625","705934.4765625","659413.54296875","544090.29296875","502726.568359375"
"Cer 20:1_460",NA,NA,NA,NA,NA,NA,"57547.333984375",NA,NA,NA,"72655.671875","50089.935546875","54645.0927734375",NA,NA
"Cer 21:0_461","162376.05078125","120909.962890625","90646.67309570312","85181.85913085938","98520.56469726562","426051.240234375","306735.564453125","252972.359375","244357.27783203125","189078.9814453125","470978.6796875","330983.625","286191.203125","298556.2578125","237061.9736328125"
"Cer 21:4_462",NA,NA,"116126.47265625",NA,"114327.2119140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cer 22:0_463","3132392.8515625","3260518.3671875","3310823.40625","3205642.984375","2419760.2890625","9874599.025390625","8683488.890625","7427506.671875","6196996.0","5724382.171875","8809527.984375","6319022.734375","8026973.748046875","7022354.84375","6210221.2265625"
"Cer 22:1_464","301701.9375","241867.77734375","808659.7734375","176298.796875","127021.83203125","1035324.28125","757838.640625","690462.453125","577814.6875","559932.984375","903154.140625","847543.03125","959574.87890625","610332.859375","626783.578125"
"Cer 22:2_465",NA,NA,NA,NA,NA,"85998.6796875","80000.671875",NA,"44473.61328125",NA,NA,"81464.7744140625",NA,"53993.8662109375","49456.130859375"
"Cer 22:4_466",NA,NA,NA,NA,"34640.20556640625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cer 23:0_467","3875437.703125","3976742.2734375","3813857.8046875","3027974.1171875","2821877.453125","1.027039875E7","9016209.961914062","9262247.0625","6425277.671875","7120949.984375","1.1564672407226562E7","9893348.21875","1.0017412719726562E7","8780573.2109375","8024750.328125"
"Cer 23:1_468","619860.6796875","502155.625","397348.328125","361563.5703125","447291.00390625","1996091.046875","1702586.625","1380987.546875","1200174.421875","782245.53125","2387055.796875","1682981.65625","1989654.71875","1397018.09375","1359796.0625"
"Cer 23:2_469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61823.576171875",NA,"54528.640625",NA,NA
"Cer 24:0_470","108926.3203125",NA,"130576.3046875",NA,"139449.1171875",NA,NA,NA,NA,NA,NA,"183616.40625",NA,NA,NA
"Cer 24:0_471","1.0238982375E7","7080073.228027344","8281062.9296875","8172022.283203125","7857246.421875","2.35023441875E7","2.0896126392578125E7","1.467175902734375E7","1.2634455797851562E7","1.148999353125E7","2.1370315547851562E7","1.900623286328125E7","1.9197621286132812E7","1.6813874287109375E7","1.2846792987304688E7"
"Cer 24:1_472","1.17337219296875E7","1.015455529296875E7","9786047.601074219","9477016.687011719","8928395.2890625","3.426877236328125E7","2.9219539280273438E7","3.572540519921875E7","2.225894052734375E7","2.0662241346679688E7","4.74998910390625E7","4.276806774609375E7","4.310082869238281E7","3.863344340942383E7","3.55460122109375E7"
"Cer 24:2_473","1796208.2421875","2001363.7890625","1808377.83984375","1737065.5625","1650491.5546875","6665078.15625","5706324.375","3609042.65625","3948490.7265625","3736035.828125","5333180.140625","6300740.1015625","5971270.671875","5244179.9140625","4867738.5"
"Cer 24:3_474",NA,NA,"28746.42724609375","49981.3203125","39162.89208984375","146069.26953125","112866.765625","105646.1689453125","109588.171875",NA,"138850.7109375","128368.21875","155707.45703125","125914.783203125",NA
"Cer 24:4_475","54642.431640625","57092.4091796875",NA,"46435.326171875","40856.19775390625","184297.57421875","86805.111328125","107012.8359375","103184.03515625",NA,NA,"118863.3779296875",NA,"99578.171875",NA
"Cer 24:4_476",NA,NA,"29774.130615234375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cer 25:0_477","623205.388671875","644745.0634765625","577617.55859375","597307.6279296875","647937.8115234375","1474532.0","1236522.59375","972093.62109375","1106534.9140625","860093.8984375","1343815.15234375","1117677.09375","1296609.615234375","927886.080078125","1058172.07421875"
"Cer 25:1_478","117678.20703125","93299.92578125",NA,"113890.951171875",NA,"355588.546875","292153.9453125","254818.28125","233716.47265625","189868.2265625","358644.125","227386.703125","321774.421875","214608.640625","218973.79296875"
"Cer 26:0_479","114394.5546875","154782.806640625","145791.34375","144090.4609375","172359.09765625","302431.96875","253725.8046875","188131.515625","196552.65234375","196636.44921875","222736.578125","207371.94140625","204011.171875","191420.06640625","253537.203125"
"Cer 26:1_480",NA,NA,NA,NA,NA,"83914.3994140625",NA,NA,NA,NA,"74303.658203125",NA,"59038.47265625",NA,NA
"Cer 27:0_481",NA,NA,NA,"58650.64453125",NA,NA,NA,"73378.748046875","62904.47119140625",NA,NA,NA,NA,NA,NA
"Cer 28:0_482",NA,"29953.9208984375","49366.390625","39833.4169921875","29652.798828125",NA,NA,NA,NA,"57513.876953125","65124.140625",NA,NA,NA,NA
"Cer 30:0_483","52810.0263671875","48992.86328125","50123.833984375","56473.7998046875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60817.3359375"
"PS 36:1_484",NA,NA,NA,NA,NA,NA,NA,NA,"4.7001274625E7",NA,NA,NA,NA,NA,NA
"PS 36:1_485","100912.14453125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PS 18:0_18:2_486","45988.13901430876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PS 18:1_18:1_487","7046.226220066234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PS 16:0/20:4_488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1651781.0154591703",NA,"504439.859375",NA,"2630943.0625"
"PS 18:2_18:2_489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1517663.9220408297",NA,NA,NA,NA
"PS 38:2_490",NA,NA,NA,"273018.224609375",NA,NA,NA,NA,NA,NA,"762249.71875",NA,NA,NA,NA
"PS 18:0_20:3_491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82475.703125",NA,NA
"PS 18:0/20:3_492","130249.44140625","115579.39453125","88355.6875",NA,NA,NA,NA,NA,NA,NA,"315489.05191543105",NA,NA,NA,"358776.1875"
"PS 10:2_28:1_493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46326.62777206897",NA,NA,NA,NA
"PS 18:0/20:4_494","2.4405893875E7","2.6032598875E7","2.6164364625E7","2.445933875E7","1.5302233089322707E7","5.94809195E7","6.53880635E7","5.1940108E7","4.7485445625E7","3.9098629E7","3.2452709875E7","4.5533045E7","4.6970709E7","4.37924215E7","4.118623575E7"
"PS 10:2_28:2_495",NA,NA,NA,NA,"7935203.535677292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
