gene,edge,net
K05353,129258,ko01100
K00657,128243,ko01100
K01480,128241,ko01100
K00013,128149,ko01100
K14152,128149,ko01100
K08660,128568,ko01100
K05604,128568,ko01100
K01590,128150,ko01100
K01593,128150,ko01100
K01745,128151,ko01100
K10783,128302,ko01100
K06445,128302,ko01100
K09478,128302,ko01100
K00249,128302,ko01100
K00232,128302,ko01100
K00248,128302,ko01100
K00634,128039,ko01100
K01035,128037,ko01100
K01896,128037,ko01100
K01034,128037,ko01100
K07513,128301,ko01100
K07513,128300,ko01100
K07509,128301,ko01100
K07509,128300,ko01100
K00626,128301,ko01100
K00626,128300,ko01100
K00632,128301,ko01100
K00632,128300,ko01100
K07508,128301,ko01100
K07508,128300,ko01100
K00010,128010,ko01100
K18649,129342,ko01100
K10047,129342,ko01100
K01092,129342,ko01100
K15759,129342,ko01100
K01092,127998,ko01100
K10047,127998,ko01100
K15759,127998,ko01100
K18649,127998,ko01100
K19517,127998,ko01100
K01649,128257,ko01100
K00271,128260,ko01100
K00826,128260,ko01100
K14260,128260,ko01100
K00263,128260,ko01100
K00835,128260,ko01100
K00297,129090,ko01100
K13403,129089,ko01100
K00288,129089,ko01100
K00295,129089,ko01100
K01491,129089,ko01100
K00288,129372,ko01100
K01491,129372,ko01100
K00281,129839,ko01100
K00282,129839,ko01100
K00283,129839,ko01100
K00605,129839,ko01100
K00382,129839,ko01100
K02437,129839,ko01100
K00606,129035,ko01100
K08693,128492,ko01100
K11751,128492,ko01100
K08723,128492,ko01100
K01081,128492,ko01100
K03787,128492,ko01100
K03816,128495,ko01100
K15780,128495,ko01100
K00769,128495,ko01100
K00760,128495,ko01100
K00759,128495,ko01100
K01951,128491,ko01100
K01486,129374,ko01100
K10213,129373,ko01100
K01239,129373,ko01100
K03783,129373,ko01100
K03784,129373,ko01100
K00318,128129,ko01100
K13821,128129,ko01100
K00286,128129,ko01100
K00472,128128,ko01100
K01777,129443,ko01100
K13035,128565,ko01100
K08281,129030,ko01100
K01440,129030,ko01100
K00541,129033,ko01100
K03462,129801,ko01100
K15013,128342,ko01100
K01074,128342,ko01100
K01897,128342,ko01100
K00249,128272,ko01100
K00255,128272,ko01100
K06445,128272,ko01100
K09479,128272,ko01100
K00232,128272,ko01100
K07512,128272,ko01100
K00654,128631,ko01100
K00654,128630,ko01100
K01760,129542,ko01100
K17216,129542,ko01100
K14155,129542,ko01100
K01740,129292,ko01100
K01739,129292,ko01100
K10764,128077,ko01100
K01739,128077,ko01100
K01697,129536,ko01100
K01697,129537,ko01100
K10150,129536,ko01100
K10150,129537,ko01100
K07173,129724,ko01100
K00141,128861,ko01100
K07824,128925,ko01100
K00481,128893,ko01100
K01075,128892,ko01100
K04105,128892,ko01100
K03181,129148,ko01100
K18240,129148,ko01100
K18805,129148,ko01100
K16860,128593,ko01100
K17717,128593,ko01100
K01115,128593,ko01100
K01058,128663,ko01100
K14674,128663,ko01100
K01047,128663,ko01100
K16342,128663,ko01100
K16817,128663,ko01100
K16343,128663,ko01100
K14621,128663,ko01100
K00551,128598,ko01100
K00570,128598,ko01100
K00550,128598,ko01100
K00994,128591,ko01100
K00994,128592,ko01100
K13644,128591,ko01100
K13644,128592,ko01100
K15232,129654,ko01100
K15233,129654,ko01100
K01682,129427,ko01100
K01681,129427,ko01100
K01681,129367,ko01100
K01682,129367,ko01100
K02793,127990,ko01100
K00844,127990,ko01100
K02794,127990,ko01100
K02795,127990,ko01100
K02796,127990,ko01100
K01091,128021,ko01100
K19269,128021,ko01100
K01054,129287,ko01100
K01640,128345,ko01100
K00019,128346,ko01100
K01555,129544,ko01100
K01555,129543,ko01100
K16171,129544,ko01100
K16171,129543,ko01100
K01574,128347,ko01100
K00457,129509,ko01100
K05359,128168,ko01100
K14170,128168,ko01100
K04518,128168,ko01100
K01713,128168,ko01100
K12732,129510,ko01100
K12447,129290,ko01100
K00699,127943,ko01100
K08678,127972,ko01100
K12449,127972,ko01100
K08679,127971,ko01100
K00018,128017,ko01100
K00049,128017,ko01100
K15893,128017,ko01100
K00015,128017,ko01100
K12972,128017,ko01100
K00050,128017,ko01100
K15919,128017,ko01100
K01816,129424,ko01100
K11541,128507,ko01100
K00609,128507,ko01100
K00608,128507,ko01100
K11540,128507,ko01100
K00610,128507,ko01100
K00611,128133,ko01100
K00611,128132,ko01100
K01243,129344,ko01100
K18284,129344,ko01100
K01244,129344,ko01100
K00772,128092,ko01100
K17723,129325,ko01100
K00207,129325,ko01100
K17722,129325,ko01100
K10536,129449,ko01100
K04110,128968,ko01100
K04105,128968,ko01100
K00011,127937,ko01100
K17743,127937,ko01100
K01805,127938,ko01100
K01198,127974,ko01100
K15920,127974,ko01100
K01026,128032,ko01100
K00213,128384,ko01100
K00498,128417,ko01100
K09828,128378,ko01100
K00489,128390,ko01100
K01733,128060,ko01100
K00894,128595,ko01100
K14156,128595,ko01100
K12448,129461,ko01100
K16190,129291,ko01100
K14756,127944,ko01100
K01195,127944,ko01100
K00002,127945,ko01100
K01812,127947,ko01100
K12348,128627,ko01100
K12349,128627,ko01100
K01441,128627,ko01100
K00720,128774,ko01100
K01201,128774,ko01100
K17108,128774,ko01100
K04628,128625,ko01100
K01202,128625,ko01100
K00927,128444,ko01100
K00927,127918,ko01100
K00058,128053,ko01100
K00865,128018,ko01100
K15788,128018,ko01100
K15918,128018,ko01100
K01837,129811,ko01100
K15634,127919,ko01100
K01834,127919,ko01100
K15633,127919,ko01100
K15635,127919,ko01100
K01837,127919,ko01100
K01053,129416,ko01100
K00855,128435,ko01100
K00853,127939,ko01100
K00875,127939,ko01100
K00033,127923,ko01100
K01783,129359,ko01100
K01783,128446,ko01100
K06041,129820,ko01100
K05308,129412,ko01100
K01685,127950,ko01100
K16850,127950,ko01100
K16849,127950,ko01100
K00874,129421,ko01100
K18126,129421,ko01100
K18533,129376,ko01100
K00939,129376,ko01100
K18532,129376,ko01100
K00691,129486,ko01100
K05343,129642,ko01100
K01488,128486,ko01100
K08687,129444,ko01100
K00315,129295,ko01100
K08688,129446,ko01100
K00857,129323,ko01100
K00758,129324,ko01100
K01425,128550,ko01100
K05597,128550,ko01100
K11987,128650,ko01100
K00509,128650,ko01100
K19246,128653,ko01100
K00460,128653,ko01100
K08022,128653,ko01100
K00461,128645,ko01100
K00458,128632,ko01100
K00660,129232,ko01100
K09753,129210,ko01100
K01904,129209,ko01100
K01621,128445,ko01100
K00668,128343,ko01100
K11533,128343,ko01100
K00665,128343,ko01100
K00645,128344,ko01100
K00665,128344,ko01100
K00668,128344,ko01100
K11533,128344,ko01100
K00449,128986,ko01100
K00448,128986,ko01100
K18076,129715,ko01100
K04102,128963,ko01100
K00854,127936,ko01100
K00615,129355,ko01100
K00615,129354,ko01100
K00615,129356,ko01100
K00615,129357,ko01100
K00615,128437,ko01100
K00043,129708,ko01100
K08318,129708,ko01100
K18120,129708,ko01100
K18121,129708,ko01100
K00823,128045,ko01100
K13524,128045,ko01100
K07250,128045,ko01100
K16871,128045,ko01100
K14268,128045,ko01100
K13406,129371,ko01100
K13406,129088,ko01100
K01491,129371,ko01100
K01491,129088,ko01100
K00288,129371,ko01100
K00288,129088,ko01100
K13403,129371,ko01100
K13403,129088,ko01100
K00804,128682,ko01100
K00804,128683,ko01100
K00795,128682,ko01100
K00795,128683,ko01100
K00787,128682,ko01100
K00787,128683,ko01100
K13789,128682,ko01100
K13789,128683,ko01100
K14066,128682,ko01100
K14066,128683,ko01100
K13787,128682,ko01100
K13787,128683,ko01100
K01837,129810,ko01100
K01493,129392,ko01100
K13800,129391,ko01100
K13799,129391,ko01100
K16904,129391,ko01100
K00945,129391,ko01100
K13809,129391,ko01100
K16904,129701,ko01100
K01487,128494,ko01100
K01190,129569,ko01100
K01190,129570,ko01100
K12112,129569,ko01100
K12112,129570,ko01100
K12111,129569,ko01100
K12111,129570,ko01100
K12309,129569,ko01100
K12309,129570,ko01100
K01229,129569,ko01100
K01229,129570,ko01100
K01594,128566,ko01100
K01580,128566,ko01100
K00929,128038,ko01100
K00665,128341,ko01100
K10781,128341,ko01100
K00275,129016,ko01100
K05275,129016,ko01100
K00157,129023,ko01100
K00275,129017,ko01100
K01736,128162,ko01100
K14187,128167,ko01100
K14170,128167,ko01100
K04092,128167,ko01100
K04093,128167,ko01100
K06208,128167,ko01100
K04516,128167,ko01100
K01850,128167,ko01100
K13853,128167,ko01100
K06209,128167,ko01100
K02361,129139,ko01100
K02552,129139,ko01100
K14759,129139,ko01100
K01851,129139,ko01100
K00763,129031,ko01100
K14187,128170,ko01100
K00211,128170,ko01100
K04517,128170,ko01100
K00210,128170,ko01100
K00220,128170,ko01100
K00832,128174,ko01100
K15849,128174,ko01100
K00851,129411,ko01100
K06151,129415,ko01100
K06152,129415,ko01100
K00090,129415,ko01100
K00042,129332,ko01100
K12446,129437,ko01100
K13873,129576,ko01100
K00011,127933,ko01100
K01804,127932,ko01100
K11178,128490,ko01100
K13482,128490,ko01100
K13480,128490,ko01100
K13479,128490,ko01100
K11177,128490,ko01100
K00106,128490,ko01100
K13481,128490,ko01100
K00087,128490,ko01100
K13483,128490,ko01100
K00872,128059,ko01100
K02204,128059,ko01100
K02203,128059,ko01100
K00003,128058,ko01100
K12524,128058,ko01100
K12525,128058,ko01100
K00641,128070,ko01100
K00651,128073,ko01100
K00918,129322,ko01100
K00845,129322,ko01100
K00844,129322,ko01100
K00886,129322,ko01100
K08074,129322,ko01100
K12407,129322,ko01100
K01084,129322,ko01100
K00011,129483,ko01100
K12047,127968,ko01100
K01178,127968,ko01100
K01203,127967,ko01100
K01182,127967,ko01100
K12047,127967,ko01100
K01178,127967,ko01100
K00357,129387,ko01100
K00500,128172,ko01100
K00981,128584,ko01100
K17103,128587,ko01100
K00998,128587,ko01100
K00995,128580,ko01100
K00999,129438,ko01100
K00999,129439,ko01100
K01097,127985,ko01100
K00072,129386,ko01100
K00502,128224,ko01100
K16881,127992,ko01100
K15778,127992,ko01100
K01840,127992,ko01100
K17497,127992,ko01100
K16011,127991,ko01100
K01809,127991,ko01100
K15916,127991,ko01100
K03472,129313,ko01100
K13853,128155,ko01100
K13853,128156,ko01100
K03856,128155,ko01100
K03856,128156,ko01100
K01626,128155,ko01100
K01626,128156,ko01100
K00616,129347,ko01100
K00616,129349,ko01100
K00616,129348,ko01100
K00616,129346,ko01100
K13810,129347,ko01100
K13810,129349,ko01100
K13810,129348,ko01100
K13810,129346,ko01100
K01624,128439,ko01100
K11645,128439,ko01100
K01623,128439,ko01100
K00615,129353,ko01100
K00615,129352,ko01100
K00615,129351,ko01100
K00615,129350,ko01100
K13368,128571,ko01100
K13369,128571,ko01100
K13370,128571,ko01100
K04119,128571,ko01100
K10207,128571,ko01100
K05296,128571,ko01100
K01822,128570,ko01100
K00070,128570,ko01100
K07434,128578,ko01100
K11532,128438,ko01100
K01086,128438,ko01100
K01100,128438,ko01100
K12406,128499,ko01100
K18533,128499,ko01100
K00940,128499,ko01100
K00873,128499,ko01100
K15036,128034,ko01100
K01965,128034,ko01100
K15037,128034,ko01100
K18472,128034,ko01100
K01964,128034,ko01100
K11263,128034,ko01100
K01966,128034,ko01100
K03783,128475,ko01100
K03784,128475,ko01100
K02823,128509,ko01100
K00254,128509,ko01100
K00226,128509,ko01100
K17828,128509,ko01100
K13421,128511,ko01100
K13421,128510,ko01100
K00762,128511,ko01100
K00762,128510,ko01100
K00757,128520,ko01100
K01489,128519,ko01100
K00933,128140,ko01100
K00542,129396,ko01100
K00968,128596,ko01100
K12350,128624,ko01100
K04714,128624,ko01100
K12351,128624,ko01100
K01117,128624,ko01100
K12354,128624,ko01100
K12353,128624,ko01100
K12352,128624,ko01100
K00039,127940,ko01100
K05351,127935,ko01100
K00031,127911,ko01100
K01682,129366,ko01100
K01681,129366,ko01100
K03331,127934,ko01100
K01577,129369,ko01100
K07758,129018,ko01100
K00868,129018,ko01100
K13248,129018,ko01100
K13366,129836,ko01100
K00316,129836,ko01100
K01917,129336,ko01100
K01917,129335,ko01100
K01460,129336,ko01100
K01460,129335,ko01100
K01833,129336,ko01100
K01833,129335,ko01100
K00797,129584,ko01100
K00797,129585,ko01100
K00797,129583,ko01100
K00797,129586,ko01100
K04718,128628,ko01100
K05824,128101,ko01100
K10978,128101,ko01100
K00825,128102,ko01100
K05825,128102,ko01100
K00838,128102,ko01100
K00164,128123,ko01100
K00588,129216,ko01100
K01904,129214,ko01100
K00976,127996,ko01100
K01940,128231,ko01100
K01940,128230,ko01100
K00825,128214,ko01100
K14264,128214,ko01100
K00816,128214,ko01100
K01432,128212,ko01100
K14263,128212,ko01100
K07130,128212,ko01100
K00486,128215,ko01100
K15519,129381,ko01100
K00904,129381,ko01100
K08693,129381,ko01100
K08723,129381,ko01100
K01081,129381,ko01100
K11751,129381,ko01100
K03787,129381,ko01100
K03784,129382,ko01100
K03783,129382,ko01100
K04103,128221,ko01100
K00074,128304,ko01100
K07516,128304,ko01100
K01782,128304,ko01100
K07514,128304,ko01100
K00022,128304,ko01100
K10527,128304,ko01100
K01825,128304,ko01100
K01641,129588,ko01100
K01641,129587,ko01100
K01213,129423,ko01100
K01184,129423,ko01100
K01812,127952,ko01100
K00128,129835,ko01100
K14085,129835,ko01100
K00149,129835,ko01100
K00137,129835,ko01100
K12254,129835,ko01100
K12255,129454,ko01100
K00613,129454,ko01100
K01465,128508,ko01100
K11540,128508,ko01100
K00804,128684,ko01100
K00804,128685,ko01100
K00787,128684,ko01100
K00787,128685,ko01100
K00795,128684,ko01100
K00795,128685,ko01100
K13789,128684,ko01100
K13789,128685,ko01100
K13787,128684,ko01100
K13787,128685,ko01100
K15098,129162,ko01100
K15088,129164,ko01100
K00527,128484,ko01100
K10808,128482,ko01100
K00525,128482,ko01100
K00526,128482,ko01100
K10807,128482,ko01100
K00524,128482,ko01100
K00526,128498,ko01100
K10807,128498,ko01100
K00525,128498,ko01100
K00524,128498,ko01100
K10808,128498,ko01100
K00527,128500,ko01100
K00390,129579,ko01100
K00527,128526,ko01100
K10808,128527,ko01100
K10807,128527,ko01100
K00524,128527,ko01100
K00526,128527,ko01100
K00525,128527,ko01100
K01096,128581,ko01100
K01094,128581,ko01100
K01095,128581,ko01100
K08744,128583,ko01100
K08744,128582,ko01100
K06131,128583,ko01100
K06131,128582,ko01100
K06132,128583,ko01100
K06132,128582,ko01100
K00032,129413,ko01100
K13937,127924,ko01100
K01057,127924,ko01100
K07404,127924,ko01100
K01690,127928,ko01100
K00967,128594,ko01100
K17717,128603,ko01100
K01115,128603,ko01100
K16860,128603,ko01100
K01613,128588,ko01100
K08730,128588,ko01100
K16369,128600,ko01100
K00551,128600,ko01100
K00570,128600,ko01100
K13644,128590,ko01100
K13644,128589,ko01100
K00993,128590,ko01100
K00993,128589,ko01100
K03431,127976,ko01100
K00804,128686,ko01100
K00804,128687,ko01100
K13789,128686,ko01100
K13789,128687,ko01100
K13787,128686,ko01100
K13787,128687,ko01100
K10960,128369,ko01100
K12929,129151,ko01100
K17841,129172,ko01100
K02291,129172,ko01100
K04120,129154,ko01100
K00505,128204,ko01100
K00505,128203,ko01100
K00422,128204,ko01100
K00422,128203,ko01100
K01593,128183,ko01100
K01592,128183,ko01100
K00021,128359,ko01100
K05607,128270,ko01100
K13766,128270,ko01100
K08723,129377,ko01100
K15519,129377,ko01100
K01081,129377,ko01100
K11751,129377,ko01100
K08693,129377,ko01100
K03787,129377,ko01100
K10353,129377,ko01100
K00942,129380,ko01100
K18533,128532,ko01100
K00940,128532,ko01100
K00943,128531,ko01100
K00943,129403,ko01100
K01520,128529,ko01100
K01519,128529,ko01100
K13998,128530,ko01100
K00560,128530,ko01100
K13483,128501,ko01100
K11177,128501,ko01100
K13482,128501,ko01100
K11178,128501,ko01100
K00106,128501,ko01100
K00087,128501,ko01100
K13481,128501,ko01100
K13480,128501,ko01100
K13479,128501,ko01100
K16839,128502,ko01100
K16838,128502,ko01100
K00365,128502,ko01100
K07405,127966,ko01100
K01176,127966,ko01100
K00700,127964,ko01100
K16149,127964,ko01100
K00688,129671,ko01100
K00688,129672,ko01100
K16153,129671,ko01100
K16153,129672,ko01100
K01177,127965,ko01100
K07249,129096,ko01100
K00157,129096,ko01100
K00001,129098,ko01100
K00121,129098,ko01100
K11151,129098,ko01100
K13953,129098,ko01100
K13980,129098,ko01100
K11152,129098,ko01100
K11146,129098,ko01100
K11150,129098,ko01100
K13369,129098,ko01100
K11149,129098,ko01100
K13951,129098,ko01100
K13952,129098,ko01100
K11147,129098,ko01100
K11148,129098,ko01100
K15374,129098,ko01100
K11154,129098,ko01100
K11153,129098,ko01100
K03707,129742,ko01100
K03707,129741,ko01100
K07251,129740,ko01100
K10213,128522,ko01100
K00756,128522,ko01100
K03816,129383,ko01100
K15780,129383,ko01100
K00760,129383,ko01100
K00769,129383,ko01100
K03784,128493,ko01100
K03783,128493,ko01100
K10757,129243,ko01100
K05278,129240,ko01100
K00236,129363,ko01100
K00240,129363,ko01100
K00239,129363,ko01100
K00237,129363,ko01100
K00235,129363,ko01100
K00241,129363,ko01100
K00242,129363,ko01100
K18859,129363,ko01100
K00246,129363,ko01100
K00247,129363,ko01100
K00234,129363,ko01100
K00245,129363,ko01100
K00244,129363,ko01100
K18860,129363,ko01100
K09753,129218,ko01100
K01904,129217,ko01100
K03334,128254,ko01100
K00826,128254,ko01100
K13609,128120,ko01100
K00306,128119,ko01100
K00512,128423,ko01100
K00513,128427,ko01100
K00251,129488,ko01100
K00070,128420,ko01100
K01822,128420,ko01100
K09753,129229,ko01100
K01904,129228,ko01100
K13998,129081,ko01100
K00287,129081,ko01100
K11754,129079,ko01100
K01930,129079,ko01100
K00901,128602,ko01100
K01080,128602,ko01100
K15728,128602,ko01100
K16368,128602,ko01100
K07029,128602,ko01100
K13509,128585,ko01100
K13523,128585,ko01100
K13513,128585,ko01100
K19007,128585,ko01100
K14674,128585,ko01100
K13519,128585,ko01100
K00655,128585,ko01100
K13517,128585,ko01100
K00869,128358,ko01100
K00635,129303,ko01100
K14452,129303,ko01100
K18851,129303,ko01100
K01046,129303,ko01100
K14076,129303,ko01100
K17900,129303,ko01100
K11155,129303,ko01100
K11160,129303,ko01100
K14674,129303,ko01100
K12298,129303,ko01100
K14675,129303,ko01100
K14075,129303,ko01100
K14073,129303,ko01100
K14456,129303,ko01100
K14074,129303,ko01100
K13534,129303,ko01100
K16816,129303,ko01100
K00487,129298,ko01100
K01904,129207,ko01100
K05309,128652,ko01100
K15730,128652,ko01100
K15729,128652,ko01100
K01830,128662,ko01100
K01831,128661,ko01100
K01832,128658,ko01100
K01464,128524,ko01100
K01845,129133,ko01100
K13876,129573,ko01100
K01707,129572,ko01100
K00818,128237,ko01100
K00821,128237,ko01100
K13990,128154,ko01100
K00603,128154,ko01100
K01479,128154,ko01100
K00603,129095,ko01100
K01479,129095,ko01100
K01468,128153,ko01100
K00133,128057,ko01100
K03783,129798,ko01100
K03784,129798,ko01100
K03784,129802,ko01100
K03783,129802,ko01100
K03783,128489,ko01100
K03815,128489,ko01100
K03784,128489,ko01100
K01934,129092,ko01100
K01746,129094,ko01100
K13990,129094,ko01100
K14180,129479,ko01100
K14183,129478,ko01100
K14157,128115,ko01100
K00293,128115,ko01100
K00292,128115,ko01100
K19064,128118,ko01100
K10524,129799,ko01100
K06211,129799,ko01100
K01494,128528,ko01100
K00940,128533,ko01100
K18533,128533,ko01100
K00973,129281,ko01100
K00940,129402,ko01100
K18533,129402,ko01100
K13222,129517,ko01100
K01695,129517,ko01100
K07434,128576,ko01100
K05296,128575,ko01100
K13370,128575,ko01100
K10251,128575,ko01100
K13369,128575,ko01100
K00044,128575,ko01100
K13368,128575,ko01100
K13373,128575,ko01100
K17690,129492,ko01100
K07424,129492,ko01100
K17689,129492,ko01100
K01184,127954,ko01100
K01051,127955,ko01100
K13066,129225,ko01100
K13829,128160,ko01100
K13830,128160,ko01100
K00891,128160,ko01100
K05358,128159,ko01100
K05887,128159,ko01100
K13830,128159,ko01100
K13832,128159,ko01100
K00014,128159,ko01100
K13065,129791,ko01100
K16148,127963,ko01100
K00703,127963,ko01100
K01477,129399,ko01100
K01477,129398,ko01100
K16842,128505,ko01100
K01466,128505,ko01100
K00853,127931,ko01100
K00475,129234,ko01100
K13077,129237,ko01100
K01859,129233,ko01100
K04113,128969,ko01100
K04114,128969,ko01100
K19515,128969,ko01100
K04115,128969,ko01100
K04112,128969,ko01100
K19516,128969,ko01100
K00040,127948,ko01100
K00273,129581,ko01100
K00824,129581,ko01100
K18966,128560,ko01100
K01594,128560,ko01100
K01580,128560,ko01100
K10712,128561,ko01100
K00077,129036,ko01100
K13799,129311,ko01100
K13799,129312,ko01100
K01918,129311,ko01100
K01918,129312,ko01100
K00252,128121,ko01100
K07758,129021,ko01100
K13248,129021,ko01100
K00868,129021,ko01100
K07434,128572,ko01100
K09753,129208,ko01100
K00468,128176,ko01100
K00451,128180,ko01100
K00457,128175,ko01100
K13875,129574,ko01100
K13874,129575,ko01100
K00274,128188,ko01100
K00553,128185,ko01100
